abrasive cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,,,citrus fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napkins,,,,,,,,,packaged fruit/vegetables,,,,,,,,,,,,,,,,,,,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whole milk,,
,,,,,,,berries,,,,,,butter,butter milk,,,,,,,,,,,chicken,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,long life bakery product,,,,,,,,,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sugar,sweet spreads,,,,,,,,,,,,white bread,,,,
,,,,,,,,,bottled beer,bottled water,,brown bread,,butter milk,,,,,,,,,,,,,,,,,,coffee,,,,,cream cheese,curd,curd cheese,,,,,,,,,,,,,,,,,,,,,,,fruit/vegetable juice,,,,,,,,,,ice cream,,,,,,,,,,,,,,,,,,,misc. beverages,,,,,,,,,,other vegetables,,pasta,,,,,pip fruit,,pork,,,,,,,,,,,rolls/buns,,,,,,,,,,semi-finished bread,,,,,,,,,,,,,,,,spices,,sugar,,,,,,tropical fruit,,uht-milk,,,,,,,whole milk,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,citrus fruit,,,,,,,,,,,,,,,,,,,,,,,,,,frankfurter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rolls/buns,,,,,,,,,,,,,,,,,,,,,specialty bar,,,,,,,,,,,,,,,,,,,,,,whole milk,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,citrus fruit,,,,,,,,,,,,,,,,,,,,,,,flour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,seasonal products,,,,,,,,,,,,,,,specialty fat,,,,,,,,,,,,,,,,,,,whole milk,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soups,,,,,,,,,,,,,,,,,,,,,,,,whole milk,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,liquor (appetizer),,,,,,,,,,,,,,,,onions,,,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopping bags,,,,,,,,,,,,,,,,,,,,,,,tropical fruit,,,,,,,,,whole milk,,
,,,,,,,,,bottled beer,,,,,,,,,,,,,,,,chicken,,,citrus fruit,,,,,,,,,,,,,,,,,,,,,,,,,,frankfurter,,,,,,,,,,,,hamburger meat,,herbs,,,,,,,,,,,,,,,,,,,,,,,,,,newspapers,,,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopping bags,,,,,soda,,,,,,,specialty chocolate,,,,,,,,,,,,,,,,,,white bread,,whole milk,yogurt,
,,,,,,,berries,,bottled beer,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,curd,,,,,,,,,,,,,,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other vegetables,,,,,,,,,,,,,,,,,,,,,,,rum,,,,,,,,,,,,soap,,,,,,,specialty cheese,,,,,,,,,,,,tropical fruit,,,,,,,,white wine,,yogurt,
,,,,,,beef,,,,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,margarine,,,,,,,,,,,,,,,,,,,,,pip fruit,,,,potato products,,,,,,,,,,root vegetables,,,,,,,,,,,,,,,,,,,,,specialty cheese,specialty chocolate,,,,,,,,,,,,,,,,,,,,,yogurt,
,,,,,,,,,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frankfurter,,,,,,,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,misc. beverages,,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,rolls/buns,,,,,,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,waffles,,,,,whole milk,yogurt,zwieback
,,,,,,beef,,,,,,,,,,,,,,,,,,,,,,citrus fruit,,,,,,,,,,,,,,,,,,,domestic eggs,,,,,,,,,,,,,,,,,,,,hard cheese,,,,,,,,,,,,,,,,,long life bakery product,,,,,,,,,,,,,,,,,,,,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soda,,,,,specialty bar,,,,,,,,,,,,,,,,vinegar,,,,white bread,,,,
,,,,,,,,,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other vegetables,,,,,,,,,pork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,candles,,,,,,,,,,,,,,,,,,,,,,curd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pip fruit,,,,,,,,,,,,,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,bottled water,,,,,,,,,,,,,,,chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pip fruit,,,,,,,,,,,,roll products,rolls/buns,,,,,,,,sausage,,,,,,,,,,softener,,,,,,,,,,,,,,,,,,,,,,,,,whole milk,yogurt,
,,,,,,,,,,,,brown bread,,,,,,,,,,,,,chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napkins,newspapers,,,,,,,other vegetables,,,,,,,,,pork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,bottled water,,brown bread,,butter milk,,,,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frozen meals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other vegetables,,,pastry,,,,pip fruit,,,,,,,,,,,,,rolls/buns,,,,,,,,,,,shopping bags,,,,,,soft cheese,,,,,,,,,,,sugar,,,,,,,,,,,,,,,,,
,,,,,,,,,,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,processed cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whole milk,,
,,,,,,,,,,,,,,,,,,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kitchen towels,,,,,,,,,,,,,,misc. beverages,,,,,,,,,,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,sausage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whipped/sour cream,,,,,,
,,,,,,,,beverages,bottled beer,bottled water,,,butter,,,,,,canned fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kitchen utensil,,,,,,,,,,,,,,,,,,,,,,,,,pasta,,,,,pip fruit,,,,,,processed cheese,,,,,,roll products,rolls/buns,root vegetables,,,,,,,,,,,,,,,soda,,,,,,,,,,,,sugar,,,,,,,,,,,whipped/sour cream,,,,whole milk,yogurt,
,,baby cosmetics,,,,,,,,bottled water,,,,,cake bar,,candy,,,,,,,,,,,citrus fruit,,,,,,,,,,,,,,,,,,,domestic eggs,,,,,,,frankfurter,,frozen dessert,,,,,,,,,,,,,,,,ice cream,,,,,,,,,,,,,,,,,,,,,napkins,,,,oil,,,,other vegetables,,,,,,,pip fruit,,,pot plants,,,,,,,,,,,root vegetables,,,,,,,sausage,,,,skin care,,,,soda,,,,,,,,,,,spread cheese,,,,,,,,,,,,,,,,,yogurt,
,,,,,,,,,,bottled water,,,butter,butter milk,,,,canned beer,,,,,,,chicken,,,,,,,,,,,,,curd,,,,,,,,,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pastry,,,,,,,,,,,,,,,,,,root vegetables,,,,,salty snack,,,,,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,turkey,,vinegar,,,,,,whole milk,,
,,,,,,,,,bottled beer,,,,butter,,,,,,,,,,,,,,,,,,,coffee,,,,,,,,,,,,,,,,,,,,,,,,,frozen fish,,,,,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rolls/buns,,,,,,salty snack,,sausage,,,,,sliced cheese,,,,,,,,,,,,,,,,,,,,,tropical fruit,,,,,,,white bread,white wine,,yogurt,
,,,,,,,,,,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flour,,,,,,,,,,,,,,ham,hamburger meat,,,,,,,,,,,,,,,,,,,,,,,,,,,napkins,,,,,,,,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tropical fruit,,,,waffles,whipped/sour cream,,,,,yogurt,
,,,,,,,,,,,,,,,,,,,,,,cat food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other vegetables,,,,,,,,,,,,,,,,,,,,rolls/buns,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,berries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pork,,,,,,,,,,,,,,,,,,,,,,,,,,,soda,,,,,,,,,,,,sugar,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,frankfurter,,,,,,,,,,,,,,,,,,ice cream,,,,,kitchen towels,,,,,,,,,,margarine,,,,,,,,,,,,,,other vegetables,,,,,,,,,,,,,,,,,,,,rolls/buns,,,,,,,,sausage,seasonal products,,,,,,,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,yogurt,
,,,,,,beef,,,,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frozen vegetables,,,,,,,,,,,,,,,,,,,,,liquor (appetizer),,,,,,,,,,,,,,,,,,,,,,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,whole milk,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,liquor (appetizer),,,,,,,,,,,,,,,,,,,,,,pastry,,,,,,,,,,,,,,,,,rolls/buns,,,,,,salty snack,,sausage,,,,,sliced cheese,,,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,whole milk,,
,,,,,,,,,,,,brown bread,butter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hamburger meat,,,,,hygiene articles,,,,,,,,,,,,,,,,margarine,,meat,,,,,newspapers,,,,,,,other vegetables,,,,,,pickled vegetables,pip fruit,,,,,,,,,,,,,rolls/buns,root vegetables,,,,,,,,,,shopping bags,,,,,,,,,,,,,,,,,,,syrup,,,,,,,,,,,,,whole milk,yogurt,
,,,,baking powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meat,,,,,,,,,,,,,,,pastry,,,,pip fruit,,,pot plants,,,,,,,,,,,,,,,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tropical fruit,,,,,,,,,,,
,,,,,,,,beverages,bottled beer,,,,,,,,,,,,,,,,,chocolate,,,,,,coffee,,,,,,curd,,,,,,,,,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other vegetables,,,pastry,,,,,,,,,,,,,,,,,rolls/buns,,,,,,salty snack,,,,,,,,,,soda,,,,,,,,,,,,,,,,,,,,uht-milk,,,,,,,,,
,,,,,,,berries,,,,,,,,,,,,,,canned vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pasta,,,,,,,,,,,,,,,,,,,root vegetables,,,,,,,,,,,,,,,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,bottled water,,,,,,,,canned beer,,,,,,,,,,,,,,coffee,,,,,,curd,,,,dessert,,,,,,,,,flour,flower (seeds),,,,,,,frozen meals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mayonnaise,,,,,,newspapers,,,,,,,other vegetables,,pasta,,,,,,,,,,,,,,,,,roll products,rolls/buns,,,,,,,sauces,,,,shopping bags,,,,,soda,,,,,,,,,,,,,,,,,,,,,,,whipped/sour cream,,white bread,,whole milk,,
,,,,,,beef,,,,,,,,,,,,,,,,,,,,chocolate,,,,,,coffee,,,,,,,,,,dessert,,,,,,,,,,,,,,,,,,,,,grapes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newspapers,,,,onions,,,other vegetables,,,pastry,,,pickled vegetables,,,,,,,,,,,,,,,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whipped/sour cream,,,,,,
,,,,,,,,,,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,margarine,,,,,,,,,,,,,,other vegetables,,,,,,,,,,,,,,,,,,,,rolls/buns,,,,,,,,,,,,,,,,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,whole milk,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napkins,,,,,,,,,,,,,,,,,pork,,,,,,,,,,roll products,rolls/buns,,,,,,,,sausage,,,,,,,,,,,,,,,,,,,,,,,,,,tropical fruit,,,,,,,,,whole milk,yogurt,
,,,,,,beef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,misc. beverages,,,,,,,,,,other vegetables,packaged fruit/vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sliced cheese,,,,,,,,,,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,
,,,,baking powder,,,,,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,margarine,,,,,,,newspapers,,,,,,,,,,,,,,,,,,,,,,,,red/blush wine,,,,,,,,,,,,,,shopping bags,,,,,soda,,softener,,,,,,,,,,,,,,,,,,,,,,,,,whole milk,yogurt,
,,,,,,,,,,bottled water,,,,butter milk,,,,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newspapers,,,,,,,,,,,pet care,,,,,,,,,,,,,,,,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,herbs,,,,,,,,,,,,,,,liver loaf,,,,,,,,,,,,,,,,,,other vegetables,,,,,,,,,,,,,processed cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sugar,,,,,,,,,,,,,white bread,,whole milk,yogurt,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cream cheese,,,,,dessert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,specialty bar,,,,,,,,,,,,,,,uht-milk,,,,,,,,,
,,,,baking powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,detergent,,,,,,,,,,,,,,,,,,,,,,,hamburger meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,organic sausage,other vegetables,packaged fruit/vegetables,,,,,pickled vegetables,,,,,,,,,,,,,,,root vegetables,,,,,,,,,,,,,,,soda,,,,,specialty bar,,,,,,,,,,,,,,,,,,,,,,whole milk,yogurt,zwieback
,,,,,,beef,berries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dish cleaner,,dog food,domestic eggs,,,,,,,frankfurter,,,,,,,,,,,ham,hamburger meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,root vegetables,,,,,,,,,,,,,,,soda,,,,,,,,specialty fat,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,bottled water,,,,,,,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domestic eggs,,,,,,,,,,,,,,,,,,,,hard cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other vegetables,,,,,,,pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,cake bar,,,canned beer,,,,,,,,,,,,,,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jam,,,,,,,liquor (appetizer),,,,,,,,,,,,,,,,,,,,,,,,,pickled vegetables,,,,,,,,,,,red/blush wine,,,,,,,,,,sauces,,,,,,,,,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,whole milk,,
,,,,baking powder,,beef,berries,,,,,,,,,,,,,,,cat food,,,,,,,,,,,,,,,,,,,,,,,,,domestic eggs,,,,,,,,,,,,,,,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,root vegetables,,,,,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whipped/sour cream,,,,whole milk,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red/blush wine,,,,,,,,,,,,,,,,,,,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,butter milk,,,,,,,,,,,,,,citrus fruit,,,,,,,,,,,,,,dessert,,,,,,,,,,,,frankfurter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,root vegetables,,,,,salty snack,,sausage,,,,,,,,,soft cheese,,,,,,specialty chocolate,,,,,,,,,,,,,,,,,,,,whole milk,yogurt,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soda,,,,,,,,,,,spread cheese,,,,,,,,,,,waffles,,,,,whole milk,,
,,,,,,,,,,,,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopping bags,,,,,,,,,,,,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,butter milk,,,,canned beer,,,,,,,,,,,,,,,,,,,,curd,,,,,,,,,domestic eggs,,,,flour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pork,,,,,,,,,,,,,,,,,,,sausage,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,tropical fruit,,,vinegar,,,,,white wine,whole milk,yogurt,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pip fruit,,,,,,,,,,,,,rolls/buns,root vegetables,,,,,,,,,,,,,,,soda,,,,,,,,,,,,,,,,,,,,uht-milk,,,,,,,whole milk,,
